,level_0,index,tweetid,user,content,date,lang,sentiment
286,286,439,801733219838296064,3143839259,Que bonito es ver el amanecer...,Thu Nov 24 10:24:29 +0000 2016,es,P
287,287,440,801801520572493824,232361844,"#LatinaTeMaltrata achachaaaaay, primero los ""intocables"" de los realities y ahora esto, se dan cuenta quiénes dirigen la Tv Basura?",Thu Nov 24 14:55:53 +0000 2016,es,N
288,288,441,800846240468660224,14409351,@jrojasnovoa eso mismo de hecho has logrado un montón porque valoras el esfuerzo y eso es más bien envidiable,Mon Nov 21 23:39:57 +0000 2016,es,P
289,289,443,800936479463772160,809674609,"Quiero comer algo, aunque estoy llena",Tue Nov 22 05:38:32 +0000 2016,es,N
290,290,444,800940841414037504,713559703,@IvettlyOficial La felicidad también es algo seguro solo debemos buscarla en las pequeñas cosas de la vida.,Tue Nov 22 05:55:52 +0000 2016,es,NEU
291,291,445,800940818764890112,3189509931,Buena Galdos y eso q la conoces y te cae bien cuando se dara cuenta la flaca por su bien sin joda q va por mal camino,Tue Nov 22 05:55:46 +0000 2016,es,NEU
292,292,446,800918474033762304,125691345,Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!,Tue Nov 22 04:26:59 +0000 2016,es,N
293,293,447,800861764942495744,328310252,Por un momento pensé que #APEC2016 era todos los años en Lima y ya estaba emocionado,Tue Nov 22 00:41:38 +0000 2016,es,NEU
294,294,448,800508451994632196,67049271,"El camino es duro, pero hay que seguir por los sueños",Mon Nov 21 01:17:42 +0000 2016,es,P
295,295,450,800512171868360704,798970131967836167,#Nunca mas pero q mujer para más insegura Saludos para lizbeth y julver,Mon Nov 21 01:32:29 +0000 2016,es,N
296,296,451,800505876868169732,4883303853,"#AMAsTNT @BrunoMars abriendo los AMAS guao!!! , esperando a @ladygaga queen !!! Peru",Mon Nov 21 01:07:28 +0000 2016,es,P
297,297,454,800843214483820548,772085092168654849,"@Jimmychinchay @canalN_ bien sra presidenta, se predica con el ejm, muy bien!!!!",Mon Nov 21 23:27:55 +0000 2016,es,P
298,298,457,802285006034845696,759585997,realmente hacía un gran trabajo pero dónde sea que esté espero que sepa que apreciamos mucho lo que hacía,Fri Nov 25 22:57:05 +0000 2016,es,P
299,299,458,802208923956563969,2562766454,la culpa la tiene el inutil del partner q m toco  x eso no se si llegare a tiempo a las 4,Fri Nov 25 17:54:46 +0000 2016,es,N
300,300,460,802245188278190080,122183759,@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.,Fri Nov 25 20:18:52 +0000 2016,es,N
301,301,462,802168993628979200,23361218,@coco_cocain Pero sal... Yo lo hago cuando pasa algo así. Soy el lacra de la familia.,Fri Nov 25 15:16:06 +0000 2016,es,N
302,302,464,802177481025404929,64450092,@dnapa estoy tomándome un jarro REPLETO de eso,Fri Nov 25 15:49:49 +0000 2016,es,NEU
303,303,465,802171786372771840,54915778,Tengo ganas de decir una frase políticamente incorrecta: Hoy es... viernes niiiguiii!!!! #blackfriday,Fri Nov 25 15:27:12 +0000 2016,es,NEU
304,304,467,802146036072456192,528790509,Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!,Fri Nov 25 13:44:52 +0000 2016,es,N
305,305,468,801608330322018305,3301423947,@LimaAventureros q buen se oral !!!! Me encantaría sentir esa boquita recorrer mi pn erecto,Thu Nov 24 02:08:13 +0000 2016,es,P
306,306,469,801580935200149504,818717078,Lo más triste es que debo llegar a terninar un ensayo para mañana #prayforsergi,Thu Nov 24 00:19:22 +0000 2016,es,N
307,307,472,801581997311332352,240441704,"Extraño a mi novia, cuento la hora que queda para verla",Thu Nov 24 00:23:35 +0000 2016,es,N
308,308,474,801438845392867328,129678872,Necesito que sea viernes para que paguen. Estoy en la miseria total,Wed Nov 23 14:54:45 +0000 2016,es,N
309,309,477,801935018134302720,2375816780,@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.,Thu Nov 24 23:46:22 +0000 2016,es,P
310,310,479,801967999372685312,599653674,@peruvianJKlover Que linda y grande que está Holly,Fri Nov 25 01:57:25 +0000 2016,es,P
311,311,480,801972681339994112,4164277095,@KatiaPalmaM Ricardo Arjona es increíble Katii me alegras las noches gracias por tu buen humor tkm,Fri Nov 25 02:16:01 +0000 2016,es,P
312,312,481,801969840965591040,278631490,Extraño tener WiFi en las noches y no solo tener fb y wa gratis porque no hablo con nadie,Fri Nov 25 02:04:44 +0000 2016,es,NEU
313,313,484,802011424918683648,118938637,@HuaweiMobilePe porque mi equipo G8 se calienta demasiado y la bateria se baja rápido,Fri Nov 25 04:49:59 +0000 2016,es,N
314,314,485,802024627539214336,514835807,Dios santo alexis me ha tenido casi llorando y ahora viene a calmarme ochenta vidas después este chico,Fri Nov 25 05:42:26 +0000 2016,es,NEU
315,315,487,811694167894200320,144394582,"No necesito más, si estoy junto a mi familia. Eternamente agradecida con Ds",Wed Dec 21 22:05:44 +0000 2016,es,P
316,316,490,811611200387575808,202424391,Como cuando estás súper triste y pones un playlist de Camila y Ha Ash . Los de la agencia se van a deprimir,Wed Dec 21 16:36:03 +0000 2016,es,N
317,317,492,811581908782055424,191687524,"Nunca esperes nada bueno de Nadie , es mas bonito vivir así.",Wed Dec 21 14:39:40 +0000 2016,es,P
318,318,493,811563033457754112,429486119,Es tan feo y sin sabor.,Wed Dec 21 13:24:39 +0000 2016,es,N
319,319,494,811651166425653248,304201190,#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas,Wed Dec 21 19:14:52 +0000 2016,es,P
320,320,496,811660403646337024,160162379,Mi culpa por comentarle en primer lugar,Wed Dec 21 19:51:34 +0000 2016,es,NEU
321,321,497,811659807925141504,327688296,Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo,Wed Dec 21 19:49:12 +0000 2016,es,N
322,322,499,811641251464417280,54597445,@MrcdsEatWorld Creí que era el Almost Blue de Chet Baker. Qué luzfloridecepción contigo,Wed Dec 21 18:35:28 +0000 2016,es,N
323,323,500,811673411521048576,568633693,@YurikitoKSP lo haz asustado al pobre,Wed Dec 21 20:43:16 +0000 2016,es,N
324,324,502,811669533316349952,451669253,"No entiendo, hasta hace unos días te hablaba lindo, fresh y de la naaada cambian, y tú no hiciste nada #Kheeeeeeeeeé #SacandoConclusiones",Wed Dec 21 20:27:51 +0000 2016,es,N
325,325,504,811592249595281408,190051406,Tumbes me trae buenos recuerdos,Wed Dec 21 15:20:45 +0000 2016,es,P
326,326,507,810852581723357184,770853570,Justo hoy tenia que amanecer enfermo,Mon Dec 19 14:21:35 +0000 2016,es,N
327,327,510,810864585599307777,187243718,"Que se te pierda el DNI justo a días de viajar, horrible, la verdad",Mon Dec 19 15:09:16 +0000 2016,es,N
328,328,513,810899842805432321,160162379,"Mi jefe, siendo un inútil en momentos en los que se necesita una segunda opinión desde que ingresé a este lugar",Mon Dec 19 17:29:22 +0000 2016,es,N
329,329,515,810918836580982784,312135199,Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen,Mon Dec 19 18:44:51 +0000 2016,es,P
330,330,517,810843255717896193,706768392133419008,"#ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo, los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba",Mon Dec 19 13:44:31 +0000 2016,es,P
331,331,518,810841778735775744,68986722,@Pao_vales no tiene nada de malo ser coquetos,Mon Dec 19 13:38:39 +0000 2016,es,NEU
332,332,519,810834843441528865,136862729,Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.,Mon Dec 19 13:11:05 +0000 2016,es,N
333,333,521,810844450947731456,160162379,"El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular",Mon Dec 19 13:49:16 +0000 2016,es,N
334,334,522,810669947105972224,119967520,La final de @YoSoy_Peru esta esta muy interesante,Mon Dec 19 02:15:51 +0000 2016,es,P
335,335,523,810672491253338113,595462901,Rodrigo es malo me deja sola una semana,Mon Dec 19 02:25:58 +0000 2016,es,N
336,336,525,810869757687775234,94921204,@tanqueAL1196 buena tanque a meter 80 goles x año,Mon Dec 19 15:29:50 +0000 2016,es,P
337,337,526,810856945603186688,3259411072,Que lleguen a hacerte una entrevista la prensa local y yo muerta de sueñito y sin ganas de nada! Ptm.,Mon Dec 19 14:38:55 +0000 2016,es,N
338,338,527,810810684502134785,599653674,@JKsSpicyLatina Espero que la hayas pasado lindo,Mon Dec 19 11:35:05 +0000 2016,es,P
339,339,528,810810220507234304,3259411072,Que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio #muerodesueño,Mon Dec 19 11:33:15 +0000 2016,es,N
340,340,530,810797881808613376,42470899,"Arreglan todo, y listo, no saben como Sr siente la gente detrás de la pantalla, Camila que paso ?? Yo les tenia fe",Mon Dec 19 10:44:13 +0000 2016,es,N
341,341,531,808772885364019205,281763696,_ Hola _ _ ... _ La quiero. *Un abrazo a las rodillas*,Tue Dec 13 20:37:36 +0000 2016,es,NEU
342,342,532,808765829550665728,1474852008,@bluesofu noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual 🤷‍️,Tue Dec 13 20:09:34 +0000 2016,es,P
343,343,537,810281934085562369,3433885078,@DiceDiego1 @LopRock Soy un esclavo de fines de semana,Sun Dec 18 00:34:02 +0000 2016,es,N
344,344,539,810351461636960256,1146364255,Bailaste hermoso @EmiliaDrago gracias por el apoyo a @FiorellaCayo1,Sun Dec 18 05:10:18 +0000 2016,es,P
345,345,540,810300019551141888,568633693,@YurikitoKSP tengo una amiga que dibuja genial.... s necesitas te paso su nombre,Sun Dec 18 01:45:53 +0000 2016,es,NEU
346,346,541,810339910557302784,4732076177,"@forceviciconte mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor",Sun Dec 18 04:24:24 +0000 2016,es,N
347,347,542,810323721030344704,44765267,"Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos, prepararles la cena y conversar de todo",Sun Dec 18 03:20:04 +0000 2016,es,P
348,348,543,810346064842735617,53311422,"@mr_alealejandro yo tuve el pelo rojo … ._."" #YaChau …",Sun Dec 18 04:48:52 +0000 2016,es,NEU
349,349,544,810345073091211264,1029184669,"@MoisesDelgadoG Gracias primito, le haré presente los saludos! Estás invitado si puedes vienes",Sun Dec 18 04:44:55 +0000 2016,es,P
350,350,545,810325216824033280,425450833,"Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño",Sun Dec 18 03:26:01 +0000 2016,es,N
351,351,546,810290542173163520,1146364255,Que bella canción siempre me a gustado #AmorProhibido @SelenaQuintpics saludos #FIORELLACAYOESACOPAESTUYA,Sun Dec 18 01:08:14 +0000 2016,es,P
352,352,547,810295853625778176,3433885078,"@DiceDiego1 @LopRock Ohhh ño ño ño ... Es el costo de trabajar estable. Pre quema? Jajajaja yara, me apunto para la quema más seguro",Sun Dec 18 01:29:20 +0000 2016,es,NEU
353,353,548,810272918722777088,550523075,Ya estuviera re descontrolado jajajajja,Sat Dec 17 23:58:12 +0000 2016,es,NEU
354,354,549,810217366772731906,713834336,Todos sufriendo por el vivoxelron,Sat Dec 17 20:17:28 +0000 2016,es,N
355,355,551,810366458605735937,2169619526,Pues así de mis sueños grandes es irme a Inglaterra,Sun Dec 18 06:09:54 +0000 2016,es,P
356,356,552,811396816608628736,195575910,Que complicado es encontrar una casaca de cuero en esta época,Wed Dec 21 02:24:10 +0000 2016,es,N
357,357,553,811412976590688256,312135199,Una pizza. Una conversación amena. Amigos. Buena noche,Wed Dec 21 03:28:23 +0000 2016,es,P
358,358,554,811411872490655744,466722148,"@JulianZucchi esa palabra es de Yaco , asi le decia a Patricio y yo creo que el no es el mejor personalmente",Wed Dec 21 03:24:00 +0000 2016,es,N
359,359,556,811331884273766400,337214791,@FOrtsArg @PolloVignolo @fedebulos12 Gran programa pero se extraña a Leto !,Tue Dec 20 22:06:09 +0000 2016,es,P
360,360,557,811460112330137600,357340230,"@JacoboCisneros es Joda, tranquilo un chico tan simpático como tu no debería molestarse sonrie o envejeceras !",Wed Dec 21 06:35:41 +0000 2016,es,NEU
361,361,558,811403389888299008,128353868,"Mañana quiero juerguear, será mi última juerga del año",Wed Dec 21 02:50:17 +0000 2016,es,NEU
362,362,559,811402705948315648,83981683,"@ron_quintanilla @belecastillo jajajaja cual domingo ohhh, estos últimos días me han elotado",Wed Dec 21 02:47:34 +0000 2016,es,P
363,363,560,811401829208756224,3733934483,"@Combate_ATV impresionante lo que hizo Alejandra por Dios que feo que se hagan de rogar pa competir, falta de humildad. Vamos rojo.....",Wed Dec 21 02:44:05 +0000 2016,es,N
364,364,561,811382021125734400,83981683,@ron_quintanilla @belecastillo jajajaja cuando? Estoy súper full,Wed Dec 21 01:25:23 +0000 2016,es,NEU
365,365,562,811375963741290496,56401837,"@TrujiYo @reporteropro al menos ya va ir preso, el tuyo sigue feliz de la vida plagiando textos",Wed Dec 21 01:01:19 +0000 2016,es,N
366,366,564,811330680118509568,546017035,"Odio el internado de la Agraria, hace que no se conecte",Tue Dec 20 22:01:22 +0000 2016,es,N
367,367,567,811419231397040128,47766687,Eso de que vas al cine y tienes la mala suerte de ver a un ex con una tipa horrorosa!,Wed Dec 21 03:53:14 +0000 2016,es,NEU
368,368,569,811428168812888065,131080956,Extraño que me hable y me alegre con sus canciones,Wed Dec 21 04:28:45 +0000 2016,es,N
369,369,570,811425439545782272,4173492797,hoy dia fue un di de genial y de compartir con los niños,Wed Dec 21 04:17:55 +0000 2016,es,P
370,370,571,811424553754918914,407126009,A estas horas la Av Javier prado libre #salgantodos,Wed Dec 21 04:14:23 +0000 2016,es,P
371,371,576,811730589732786176,713559703,@CaELiKe Que bueno Caeli. Pronto te vas a sentir mucho mejor.,Thu Dec 22 00:30:28 +0000 2016,es,P
372,372,577,811730133006491648,48927967,"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",Thu Dec 22 00:28:39 +0000 2016,es,N
373,373,578,811880425773793280,801899193497423877,@FolagoR no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please,Thu Dec 22 10:25:52 +0000 2016,es,NEU
374,374,580,811817842144329728,713559703,"@IvettlyOficial Que alegría, que bueno, me alegra escuchar(leer) eso.",Thu Dec 22 06:17:11 +0000 2016,es,P
375,375,582,811744740391665664,3131121431,@VGardini25 estoy indignada @ximena_casanova yo solo quería ver Hannah Montana,Thu Dec 22 01:26:42 +0000 2016,es,N
376,376,584,811910807743303680,772670969903185920,"#MePasóPorPavazo @MananaMaldita Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @Marcuilas",Thu Dec 22 12:26:35 +0000 2016,es,N
377,377,585,811909168735129600,173484728,Nuevo día..!! Sólo seguir para adelante que más da...,Thu Dec 22 12:20:05 +0000 2016,es,NEU
378,378,593,809187381979054086,242093880,@Darcy_1010 ay no mms ARELIIIII.A los añooooos sdfjksf te extraño we,Thu Dec 15 00:04:40 +0000 2016,es,NEU
379,379,594,809190600972996612,422057238,Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo,Thu Dec 15 00:17:27 +0000 2016,es,N
380,380,597,809229647930150915,764243,".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas",Thu Dec 15 02:52:37 +0000 2016,es,N
381,381,600,809255800095043585,2736030217,Me da pena que las nuevas chanels esten muriendo tan rapido,Thu Dec 15 04:36:32 +0000 2016,es,N
382,382,601,809255086853500928,422057238,No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía,Thu Dec 15 04:33:42 +0000 2016,es,P
383,383,602,809385267241095168,2585051688,@YurikitoKSP que bien yuriko. Felicidades,Thu Dec 15 13:11:00 +0000 2016,es,P
384,384,605,809212343636938762,780320298,lo mismo pasaremos con Angie y SR,Thu Dec 15 01:43:51 +0000 2016,es,NEU
385,385,607,809194574006591488,714274936911761408,un hermoso recuerdo junto a ustedes #CarmenandDialina,Thu Dec 15 00:33:15 +0000 2016,es,P
386,386,608,809215017082114048,2459184756,La luna está hermosa y justo salí sin celular ptmr,Thu Dec 15 01:54:29 +0000 2016,es,NEU
387,387,610,809243444216524800,731358647549202432,@NoticiasCNCO ya conozco a 3 pero Erick que es mi favorito no y Joel,Thu Dec 15 03:47:26 +0000 2016,es,NEU
388,388,611,809245582552403968,126668800,"@Rickdo92 empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr",Thu Dec 15 03:55:56 +0000 2016,es,N
389,389,615,809324482053619712,610297490,es genial estar incomunicada y desconectada del mundo a veces,Thu Dec 15 09:09:27 +0000 2016,es,P
390,390,616,809237684421935104,160162379,"Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido",Thu Dec 15 03:24:33 +0000 2016,es,N
391,391,617,809236113701425158,731358647549202432,@NoticiasCNCO yo solo sere #CNCOwner pero cada quien su opinion,Thu Dec 15 03:18:19 +0000 2016,es,NEU
392,392,618,809047728772837376,1296871650,Jajajja recién. Me acuerdoo que ayer me metieron un galletaso jajaja,Wed Dec 14 14:49:44 +0000 2016,es,NEU
393,393,620,811081871857713152,50862843,"@SoyUnaPolylla mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo).",Tue Dec 20 05:32:42 +0000 2016,es,P
394,394,621,811059885374849024,780320298,@mario_hart @NicolaPorcella ese punto no afecto nada igual a Diana se le perdono varias faltas como saltarse los escalones.,Tue Dec 20 04:05:20 +0000 2016,es,NEU
395,395,622,811035937111207936,246041249,"@rossangelch Monsefuana, tienes que configurar eso. Jajajaja. No se puede vivir en paz con el carrete lleno de memes. Te daré los tips.",Tue Dec 20 02:30:10 +0000 2016,es,NEU
396,396,624,810976870200184833,52250307,Lunes de lentejas y yo extrañando el espesado,Mon Dec 19 22:35:27 +0000 2016,es,N
397,397,625,810952973354315776,714975478189264896,"@RicardoMoran no te gastes en responder de seguro tienes mejores cosas que hacer, besos pelado",Mon Dec 19 21:00:30 +0000 2016,es,NEU
398,398,627,810947541370097666,572157855,Es grandioso conocer a personas maravillosas como ustedes @lasabesaba @vanessasaba75 se quedan en el corazón de las que las conocen.,Mon Dec 19 20:38:55 +0000 2016,es,P
399,399,628,810970607743549441,604968526,"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",Mon Dec 19 22:10:34 +0000 2016,es,NEU
400,400,630,811116117720780801,713559703,@yuyacst Que descanses bien Yuya. Un abrazo inmenso a la distancia.,Tue Dec 20 07:48:46 +0000 2016,es,P
401,401,631,810641271119351809,2924329819,por qué el concurso de #SoyJustDancer es solo para españa? @Rubiu5,Mon Dec 19 00:21:54 +0000 2016,es,N
402,402,632,810638794441551872,3350876285,"Luego de hacerles recordar todos los bellos momentos que no volverán, me quede jataso ya desperté y sigo llorando",Mon Dec 19 00:12:04 +0000 2016,es,NEU
403,403,633,810651691154546688,351740824,@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos,Mon Dec 19 01:03:19 +0000 2016,es,N
404,404,634,810676069724459012,2391486840,"Mi noche no está completa si no veo el vlog de @elcholomena , creo que no subió hoy",Mon Dec 19 02:40:11 +0000 2016,es,NEU
405,405,638,809778406309105664,422057238,"#RogueOne es la única película de Star Wars que no me ha provocado comprármela apenas terminó, pero igual quiero volverla a ver",Fri Dec 16 15:13:11 +0000 2016,es,NEU
406,406,642,809752995869192192,143890905,"Tanto quería trabajar, madruga pues madrugaaa hdjahsjsf",Fri Dec 16 13:32:13 +0000 2016,es,NEU
407,407,643,809598877838020609,599653674,Hora de seguir soñando muy bonito,Fri Dec 16 03:19:48 +0000 2016,es,P
408,408,644,809598807432433665,599653674,Sigamos siendo felices felices felices,Fri Dec 16 03:19:31 +0000 2016,es,P
409,409,645,809597426277421056,120651012,Extraño a mi mejor amiga carajo díganle pe,Fri Dec 16 03:14:02 +0000 2016,es,N
410,410,646,809595329616248832,174832381,"#StarWars #RogueOne que buena película, nos pone de regreso en esa galaxia muy muy lejana, emocionante e intensa hasta el final.",Fri Dec 16 03:05:42 +0000 2016,es,P
411,411,648,809599893262266368,508428923,"@cinthiaszc jaja es por un día!!! Pero es el último día del ciclo, mil reuniones con mi área becas y demás.",Fri Dec 16 03:23:50 +0000 2016,es,N
412,412,650,809568060478726147,2793029074,@AlejandroToledo Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado,Fri Dec 16 01:17:21 +0000 2016,es,P
413,413,651,809614008261214209,135030626,Viendo al gran #JoselitoYSuOrquesta en #WantanNight lindo jueves @wantannight por @PlusTV6,Fri Dec 16 04:19:56 +0000 2016,es,P
414,414,656,808896564676665344,481395812,Quiero y tengo que ir a ver animales fantásticos antes que salga de cartelera,Wed Dec 14 04:49:04 +0000 2016,es,NEU
415,415,657,808898687816572928,100230013,Ya no podrá decir 24 bien bailados,Wed Dec 14 04:57:30 +0000 2016,es,NEU
416,416,658,808898574071304192,89358851,"Por payasa debo hacer un trabajo grupal para mañana, algunos grupos aún no terminan y yo tengo que hacerlo en máximo 2 horas",Wed Dec 14 04:57:03 +0000 2016,es,N
417,417,661,808450635045683201,1034050694,Que buen inicio de semana,Mon Dec 12 23:17:06 +0000 2016,es,P
418,418,662,808478536424165376,4173492797,malditos ejercicios que colera agggggg,Tue Dec 13 01:07:58 +0000 2016,es,N
419,419,664,808560571331264512,731358647549202432,@Zabdielitas_M @zabdiel1344 ya quiero ver la segunda!!,Tue Dec 13 06:33:57 +0000 2016,es,P
420,420,665,808554443847462912,731358647549202432,@zabdiel1344 quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto,Tue Dec 13 06:09:36 +0000 2016,es,N
421,421,666,808565211623997440,187243718,"Mañana es, posiblemente, el último encuentro de Natura que dirija y Enero ya empezar en Yanbal",Tue Dec 13 06:52:23 +0000 2016,es,NEU
422,422,667,808826538099638273,66368141,"No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo",Wed Dec 14 00:10:48 +0000 2016,es,N
423,423,668,808837427099877376,1711772167,@ClubSCristal lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre,Wed Dec 14 00:54:04 +0000 2016,es,N
424,424,669,808852596752547840,767362479710150656,@Laugamer721 Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v,Wed Dec 14 01:54:21 +0000 2016,es,P
425,425,670,808815932684566528,998039726,Pinche ex mejor amigo lo odio,Tue Dec 13 23:28:40 +0000 2016,es,N
426,426,673,808474227896676352,126668800,"No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores",Tue Dec 13 00:50:51 +0000 2016,es,NEU
427,427,675,808659982736564224,1965967304,"A pesar de nuestras limitaciones humanas, el Señor quiere obrar de maneras asombrosas a través de nuestras oraciones..",Tue Dec 13 13:08:58 +0000 2016,es,NEU
428,428,676,808543778072100865,3084716093,Es mi mes favorito del año Diciembre,Tue Dec 13 05:27:13 +0000 2016,es,P
429,429,677,808542167950118912,2817586281,"Vanessa ¿donde estas? te extraño mucho, ya va ser navidad y necesito verte",Tue Dec 13 05:20:49 +0000 2016,es,N
430,430,679,810618531783901184,217334333,Disfrutando los días previos de Navidad,Sun Dec 18 22:51:33 +0000 2016,es,P
431,431,682,810644736113516544,1156057104,@Bryanpinarivera @EvaMPT @diegorrc el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía,Mon Dec 19 00:35:40 +0000 2016,es,NEU
432,432,685,810514655932125188,91632559,"@Pontifex_es feliz cumpleaños, Su Santidad!.. Un saludo desde Perú. Esperamos su pronta visita!..",Sun Dec 18 15:58:47 +0000 2016,es,P
433,433,687,810531233105055745,2527631298,"@wendyriveran1 jaja tienes talento para componer canciones eh si terminas la letra me la pasas,me gustaría escucharla",Sun Dec 18 17:04:39 +0000 2016,es,P
434,434,690,810485097061355520,974990972,"Algún día seré puntual, hoy NO es el día",Sun Dec 18 14:01:19 +0000 2016,es,NEU
435,435,691,810466087083114496,2585051688,Hacer un inventario forestal es horrible con tanto sol. Me arde todo,Sun Dec 18 12:45:47 +0000 2016,es,N
436,436,692,812285163719847936,1965967304,"No te rindas no.. dale a tu vida otro color, siempre sale el Sol.. una vez más.... lalala..",Fri Dec 23 13:14:09 +0000 2016,es,NEU
437,437,693,812178946544504833,90475043,@sin_queso NOOOO omg siempre me pierdo los mejores fanarts,Fri Dec 23 06:12:05 +0000 2016,es,N
438,438,696,811983568620687361,160162379,"Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes",Thu Dec 22 17:15:43 +0000 2016,es,P
439,439,697,812014396423753732,141646834,Yo no quise hacerle screen a su snap en serio,Thu Dec 22 19:18:13 +0000 2016,es,NEU
440,440,698,812054519009906689,731358647549202432,@PimentelftMe @abdielsmusic yo ni pude ver el live Ten fe que Abdiel es tan lindo que lo hara,Thu Dec 22 21:57:39 +0000 2016,es,P
441,441,699,812105048037658624,174436095,"estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia",Fri Dec 23 01:18:26 +0000 2016,es,P
442,442,700,812121652481945604,1474852008,"Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?",Fri Dec 23 02:24:25 +0000 2016,es,N
443,443,701,812124016651698180,83981683,"Todos vamos a ser puteados mañana, bonita Navidad eh #despedidos",Fri Dec 23 02:33:48 +0000 2016,es,NEU
444,444,705,809120648941473794,764648989589471232,aunque sea una putaaa ajajajaja re desesperado,Wed Dec 14 19:39:30 +0000 2016,es,NEU
445,445,707,809138354302357504,1225661000,Lo bueno que mñn acaba sus finales,Wed Dec 14 20:49:51 +0000 2016,es,NEU
446,446,708,809100621907460096,44379430,"@Vanina_lee en realidad si. Clarke aun esta ahi quiero ver q hacen con su personaje, asi q no se q hacer haha",Wed Dec 14 18:19:55 +0000 2016,es,NEU
447,447,710,809057245161996288,369769846,#NavidadQuePone su rico pavito hecho en casa por las santas manos de mi abuela @Studio92 @joannabolona @Sr_Pelaez,Wed Dec 14 15:27:33 +0000 2016,es,P
448,448,713,808870528631107584,127695226,"@drhuerta dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla",Wed Dec 14 03:05:36 +0000 2016,es,N
449,449,714,808880460575232000,2182286856,@DONOMAR eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI,Wed Dec 14 03:45:04 +0000 2016,es,P
450,450,715,808873050200506369,731358647549202432,"@abdielsmusic #TeamAbdiel #barbies no hay mejor cover que este, en realidad todo es hermoso con tu voz",Wed Dec 14 03:15:37 +0000 2016,es,P
451,451,716,808883029825490944,713834336,"Vuelvo y repito y reitero: extraño mucho snapchat, era mi app favorita",Wed Dec 14 03:55:17 +0000 2016,es,NEU
452,452,717,808860898957885441,2385426073,y muchas veces extrañas a personas que tal vez no te extrañan,Wed Dec 14 02:27:20 +0000 2016,es,N
453,453,718,808867028908015617,2544641882,Almenos yo no vivo engañada #quebuenovermeahi #happy lo tengo todo,Wed Dec 14 02:51:42 +0000 2016,es,P
454,454,719,809036445566504960,359678751,Ayer fue mi primera clase de yoga y amanecí demasiado feliz lo que hace el ejercicio @mariedither @uvaslibres,Wed Dec 14 14:04:54 +0000 2016,es,P
